task,raw_input,input,output,raw_output
acsa,"Máy rất mượt hơn vsmart joy 3 nhiều.Ko bị lỗi vặt,pin trâu,pubg mượt,cam tốt.Đáng đồng tiền bát gạo.","máy rất mượt hơn vsmart joy num nhiều . không bị lỗi vặt , pin trâu , pubg mượt , cam tốt . đáng đồng tiền bát gạo .",máy ảnh tốt và pin tốt và hiệu suất tốt và giá tiền tốt,"{CAMERA, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {PRICE, positive}"
acsa,"sài 2 tuần có hiện tượng đứng máy ( atcool đứng hình mất 5s )😥,Game rất ổn định còn pin thì hao nhanh hơn mình nghĩ","sài num tuần có hiện tượng đứng máy ( atcol đứng hình mất num s ) tệ , game rất ổn định còn pin thì hao nhanh hơn mình nghĩ",pin tệ và hiệu suất tệ,"{BATTERY, negative}, {PERFORMANCE, negative}"
acsa,"Pin trâu,lên mạng chậm,chụp hình không rõ nét,lâu lâu bị đơ,nói chung không tốt như quảng cáo.","pin trâu , lên mạng chậm , chụp hình không rõ nét , lâu lâu bị đơ , nói chung không tốt như quảng cáo .",máy ảnh tệ và tính năng tệ và pin tốt và hiệu suất tệ và nói chung tệ,"{CAMERA, negative}, {FEATURES, negative}, {BATTERY, positive}, {PERFORMANCE, negative}, {GENERAL, negative}"
acsa,Thử tải 1 game nhẹ thật nhẹ line 98 thử độ nhạy cảm ứng . Kết quả nhảy tè le . Chạm chỗ này nhảy chỗ kia . So vơi1 những dòng khác cùng tầm giá thì chỉ có 1 chữ tệ . Cho 1☆,thử tải num game nhẹ thật nhẹ hàng num thử độ nhạy cảm ứng . kết quả nhảy tè le . chạm chỗ này nhảy chỗ kia . so vơi num những dòng khác cùng tầm giá thì chỉ có num chữ tệ . cho num ☆,tính năng tệ và nói chung tệ,"{FEATURES, negative}, {GENERAL, negative}"
acsa,Mình mua ip7plus 5 tháng sd máy còn 97% pin tệ thật.tất cả máy điều ok hết.trước đây mình mua o tgdđ ip6 pin rất trâu,mình mua ip num plus num tháng sd máy còn num % pin tệ thật . tất cả máy điều ok hết . trước đây mình mua ở thế giới di động ip num pin rất trâu,pin tệ và nói chung tốt và phục vụ với phụ kiện tạm,"{BATTERY, negative}, {GENERAL, positive}, {SER_ACC, neutral}"
acsa,Máy chạy chip 460 hõi trợ tối đa màn 60hz mà trang bị màn 90hz sao ? Chưa kể phân giải hd 🤔🤔🤔,máy chạy chip num hõi trợ tối đa màn num hz mà trang bị màn num hz sao ? chưa kể phân giải hd tệ tệ tệ,màn hình tệ và hiệu suất tốt,"{SCREEN, negative}, {PERFORMANCE, positive}"
acsa,"mình mua đc 1 tuần, nói chung sài rất ngon so tầm giá, mình ko biết mấy dòng trước như thế nào nhưng dòng star 4 này tốt,pin khỏe, sống tốt, wifi ổn, mình chỉ nghe gọi,nhắn tin là chính, ghi âm cuộc gọi để hỏ trợ công việc","mình mua được num tuần , nói chung sài rất ngon so tầm giá , mình không biết mấy dòng trước như thế nào nhưng dòng star num này tốt , pin khỏe , sống tốt , wifi ổn , mình chỉ nghe gọi , nhắn tin là chính , ghi âm cuộc gọi để hỏ trợ công việc",tính năng tốt và pin tốt và giá tiền tạm và nói chung tốt,"{FEATURES, positive}, {BATTERY, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,"Rất tệ ko nên mua , mưa rồi rất hối hận","rất tệ không nên mua , mưa rồi rất hối hận",nói chung tệ,"{GENERAL, negative}"
acsa,"Sản phẩm dùng rất tốt, thiết kế đẹp, sang trọng, camera đẹp, đIện thoạI dùng rất mượt, và pin dùng lâu, bảo mật tốt","sản phẩm dùng rất tốt , thiết kế đẹp , sang trọng , camera đẹp , điện thoại dùng rất mượt , và pin dùng lâu , bảo mật tốt",máy ảnh tốt và tính năng tốt và pin tốt và hiệu suất tốt và thiết kế tốt và nói chung tốt,"{CAMERA, positive}, {FEATURES, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {DESIGN, positive}, {GENERAL, positive}"
acsa,Sử dụng OK chỉ xem Youtube còn chơi game chưa thử nghiệm pin sử dụng 1 ngày không hết,sử dụng ok chỉ xem youtube còn chơi game chưa thử nghiệm pin sử dụng num ngày không hết,pin tốt và nói chung tốt,"{BATTERY, positive}, {GENERAL, positive}"
acsa,"Ko như mong đợi, máy bị đơ, mình vào đọc tin nhắn, gọi điện, hay lướt wep cứ báo lỗi kết nối vui lòng thử lại sau là tự động thoát ra, reset lại máy hết 1 lúc rồi bị lại, camera thì tệ chụp hình bệt ra ko nét, thôi chịu lỗ 20%trả lại cho tgdd","không như mong đợi , máy bị đơ , mình vào đọc tin nhắn , gọi điện , hay lướt wep cứ báo lỗi kết nối vui lòng thử lại sau là tự động thoát ra , làm mới lại máy hết num lúc rồi bị lại , camera thì tệ chụp hình bệt ra không nét , thôi chịu lỗ num % trả lại cho tgd",máy ảnh tệ và hiệu suất tệ và nói chung tệ,"{CAMERA, negative}, {PERFORMANCE, negative}, {GENERAL, negative}"
acsa,Pin xài trong 1 ngày vừa chơi vừa xài youtube vẫn chưa hết....chương trình chạy nhanh....sản phẩm ok...nhân viên nhiệt tình,pin xài trong num ngày vừa chơi vừa xài youtube vẫn chưa hết . chương trình chạy nhanh . sản phẩm ok nhân viên nhiệt tình,pin tốt và hiệu suất tốt và nói chung tốt và phục vụ với phụ kiện tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,"Máy đẹp, pin tốt, chụp hình rõ, giá cả ok. Nói chung rất hài lòng về con này, dưới 10tr thì không thể đem so sánh với những con > 15tr.","máy đẹp , pin tốt , chụp hình rõ , giá cả ok . nói chung rất hài lòng về con này , dưới num tr thì không thể đem so sánh với những con > num tr .",máy ảnh tốt và pin tốt và thiết kế tốt và giá tiền tốt và nói chung tốt,"{CAMERA, positive}, {BATTERY, positive}, {DESIGN, positive}, {PRICE, positive}, {GENERAL, positive}"
acsa,"Sản phẩm tốt trong tầm giá , máy mượt , bin dùng lâu sạc nhanh , rất hài lòng với số tiền bỏ ra","sản phẩm tốt trong tầm giá , máy mượt , bin dùng lâu sạc nhanh , rất hài lòng với số tiền bỏ ra",pin tốt và hiệu suất tốt và giá tiền tốt và nói chung tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {PRICE, positive}, {GENERAL, positive}"
acsa,"Mình cũng mới lụm 1 con nè nói chung mọi thứ rất ok lắm còn pin thì cũng bình thường vì mình k chơi game chỉ lên mạng đọc báo chat chích YT đồ bậy bạ cũng đc 3 ngày mới sạc mà đc sạc nhanh nửa nên cũng k đáng ngày chụp hình quay phim thì cực phê mà đến ĐMX mua đúng còn 1 con nửa mới gê, hiện tại chỉ mới cảm nhận như thế, cám ơn sự phục vụ tận tình của ĐMX","mình cũng mới lụm num con nè nói chung mọi thứ rất ok lắm còn pin thì cũng bình thường vì mình không chơi game chỉ lên mạng đọc báo chất chích yt đồ bậy bạ cũng được num ngày mới sạc mà được sạc nhanh nửa nên cũng không đáng ngày chụp hình quay phim thì cực phê mà đến đmx mua đúng còn num con nửa mới ghê , hiện tại chỉ mới cảm nhận như thế , cám ơn sự phục vụ tận tình của đmx",máy ảnh tốt và pin tạm và nói chung tốt và phục vụ với phụ kiện tốt,"{CAMERA, positive}, {BATTERY, neutral}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,"Chất lượng của sản phẩm đi xuống. Chiếc điện thoại Samsung A70 mà tôi đang sử dụng ,khi chơi game máy rất nhanh nóng và bị lỗi sạc pin khiến cảm ứng màn hình không thể sử dụng một cách mượt mà có khi bấm không ăn . Cảm biến vân tay thì quá tệ thêm một lúc 3 vân tay trên cùng một ngón tay , ngày hôm trước và đến ngày hôm sau cảm biến không thể nhận dạng được. Bị loạn sóng 4G sóng yếu có khi không bắt được sóng.","chất lượng của sản phẩm đi xuống . chiếc điện thoại samsung a num mà tôi đang sử dụng , khi chơi game máy rất nhanh nóng và bị lỗi sạc pin khiến cảm ứng màn hình không thể sử dụng một cách mượt mà có khi bấm không ăn . cảm biến vân tay thì quá tệ thêm một lúc num vân tay trên cùng một ngón tay , ngày hôm trước và đến ngày hôm sau cảm biến không thể nhận dạng được . bị loạn sóng num g sóng yếu có khi không bắt được sóng .",tính năng tệ và pin tệ và hiệu suất tệ và nói chung tệ,"{FEATURES, negative}, {BATTERY, negative}, {PERFORMANCE, negative}, {GENERAL, negative}"
acsa,"2 triệu 3, giá đẹp, chất lượng tốt, nhân viên xinh, cứ như thế này tội gì không dùng hàng Việt.","num triệu num , giá đẹp , chất lượng tốt , nhân viên xinh , cứ như thế này tội gì không dùng hàng việt .",giá tiền tốt và nói chung tốt và phục vụ với phụ kiện tốt,"{PRICE, positive}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,Pin trâu dã man. Sài ip mà cứ tưởng sài nokia ko bà con. Nói chung rất hài lòng với con ip11 này.,pin trâu dã man . sài ip mà cứ tưởng sài nokia không bà con . nói chung rất hài lòng với con ip num này .,pin tốt và nói chung tốt,"{BATTERY, positive}, {GENERAL, positive}"
acsa,"Hôm mua đang khuyến mãi 3tr1. Mua dc giá khuyến mãi nhưng thực chất máy này giá đó là hợp lý. Máy chỉ xứng tầm với giá 3tr1, 3tr2 thôi.","hôm mua đang khuyến mãi num tr num . mua được giá khuyến mãi nhưng thực chất máy này giá đó là hợp lý . máy chỉ xứng tầm với giá num tr num , num tr num thôi .",giá tiền tốt,"{PRICE, positive}"
acsa,Sản phẩm mới mua nên chưa biết hiệu năng lâu dài ra sao nhưng cảm nhận thấy chiến game khá là ổn áp ...không hơi max setting là bao ok luôn...còn chất lương phục vụ nhân viên TGDD thì rất chi là ok,sản phẩm mới mua nên chưa biết hiệu năng lâu dài ra sao nhưng cảm nhận thấy chiến game khá là ổn áp không hơi siêu seting là bao ok luôn còn chất lương phục vụ nhân viên tgd thì rất chi là ok,hiệu suất tốt và phục vụ với phụ kiện tốt,"{PERFORMANCE, positive}, {SER_ACC, positive}"
acsa,"Máy mua lần đầu bị lỗi loa rè nên phải đổi màu khác, máy sau thì chạy mượt hơn Ok, không bị đứng máy bắt wifi tốt so với các dòng khác","máy mua lần đầu bị lỗi loa rè nên phải đổi màu khác , máy sau thì chạy mượt hơn ok , không bị đứng máy bắt wifi tốt so với các dòng khác",tính năng tốt và hiệu suất tốt,"{FEATURES, positive}, {PERFORMANCE, positive}"
acsa,Blackberry thì khỏi bàn nha.bảo mật hàng đầu. Chất lượng thì khỏi chê. Camera thì quá đẹp. Nên mua và mua gấp nha.kẻo hết hàng.,blackbery thì khỏi bàn nha . bảo mật hàng đầu . chất lượng thì khỏi chê . camera thì quá đẹp . nên mua và mua gấp nha . kẻo hết hàng .,máy ảnh tốt và pin tốt và nói chung tốt,"{CAMERA, positive}, {BATTERY, positive}, {GENERAL, positive}"
acsa,"Note 9s lại lỗi. 1 gyro ( phải nghiêng khoảng 15° thì ms chơi đc những tựa game cần gyro), 2 lỗi loa thoại ( nói chuyện điện thoại chả nghe đc cái j).","ghi chú num s lại lỗi . num gyro ( phải nghiêng khoảng num ° thì ms chơi được những tựa game cần gyro ) , num lỗi loa thoại ( nói chuyện điện thoại chả nghe được cái gì ) .",tính năng tệ và hiệu suất tệ và nói chung tệ,"{FEATURES, negative}, {PERFORMANCE, negative}, {GENERAL, negative}"
acsa,"Máy mua từ 7/3, pin lâu nhưng màn hình hay nhảy lung tung, hay bị đơ máy. Không hài lòng!","máy mua từ num num , pin lâu nhưng màn hình hay nhảy lung tung , hay bị đơ máy . không hài lòng !",tính năng tệ và pin tốt và hiệu suất tệ và nói chung tệ,"{FEATURES, negative}, {BATTERY, positive}, {PERFORMANCE, negative}, {GENERAL, negative}"
acsa,Cảm nhận sao 1 tuần sử dụng. Thứ nhất về pin là rất trâu sạc thì nhanh bởi 18w lận. Thứ 2 màng hình thì rộng ok tất. Camera thì chụp cũng ok . nhưng lâu lâu cảm giác máy hơi đơ 1 xíu nhưng không sao. Máy vừa túi tiền mọi người nên căn nhắc ạ,cảm nhận sao num tuần sử dụng . thứ nhất về pin là rất trâu sạc thì nhanh bởi num w lận . thứ num màng hình thì rộng ok tất . camera thì chụp cũng ok . nhưng lâu lâu cảm giác máy hơi đơ num xíu nhưng không sao . máy vừa túi tiền mọi người nên căn nhắc ạ,màn hình tốt và máy ảnh tốt và pin tốt và hiệu suất tệ và giá tiền tốt,"{SCREEN, positive}, {CAMERA, positive}, {BATTERY, positive}, {PERFORMANCE, negative}, {PRICE, positive}"
acsa,"Chụp hình khá tốt cho 1 chiếc điện thoại made in Việt Nam. Pin xài khá lâu,mua từ lúc mới ra tới nay :)","chụp hình khá tốt cho num chiếc điện thoại khiến in việt nam . pin xài khá lâu , mua từ lúc mới ra tới nay : )",máy ảnh tốt và pin tốt,"{CAMERA, positive}, {BATTERY, positive}"
acsa,"Ổn trong tầm giá ,pin trâu , cam tạm , màn hình ổn độ sáng cao ,nói chung là ok ,hài lòng","ổn trong tầm giá , pin trâu , cam tạm , màn hình ổn độ sáng cao , nói chung là ok , hài lòng",màn hình tốt và máy ảnh tạm và pin tốt và nói chung tốt,"{SCREEN, positive}, {CAMERA, neutral}, {BATTERY, positive}, {GENERAL, positive}"
acsa,Quá tệ nt 1 lúc là giật quá sai làm với lựa chọn. Bỏ số tiền 7t ra mua dt về .cảm thấy bị gạt nhièu hơn. Sản phẩm quá tệ,quá tệ nhắn tin num lúc là giật quá sai làm với lựa chọn . bỏ số tiền num t ra mua dt về . cảm thấy bị gạt nhièu hơn . sản phẩm quá tệ,hiệu suất tệ và giá tiền tệ và nói chung tệ và phục vụ với phụ kiện tệ,"{PERFORMANCE, negative}, {PRICE, negative}, {GENERAL, negative}, {SER_ACC, negative}"
